Assembly constituency name,Age group,Total deletions,Reason for deletion,Male deletions,Female deletions,Gender imbalance in pct
Morwa,45-60,"2,488",Deceased,"1,233","1,255",0.88
Morwa,61-75,"3,767",Deceased,"1,792","1,975",4.86
Morwa,75+,"2,524",Deceased,"1,111","1,413",11.97
Morwa,18-29,"1,838",Duplicate enrolment,951,887,-3.48
Morwa,30-44,"1,930",Duplicate enrolment,973,957,-0.83
Morwa,45-60,727,Duplicate enrolment,309,418,14.99
Morwa,61-75,236,Duplicate enrolment,101,135,14.41
Morwa,75+,39,Duplicate enrolment,14,25,28.21
Morwa,18-29,"5,801",Permanently shifted,"2,227","3,574",23.22
Morwa,30-44,"7,223",Permanently shifted,"2,949","4,274",18.34
Morwa,45-60,"3,605",Permanently shifted,"1,834","1,771",-1.75
Morwa,61-75,"1,108",Permanently shifted,539,569,2.71
Morwa,75+,220,Permanently shifted,88,132,20
Morwa,18-29,654,Untraceable,292,362,10.7
Morwa,30-44,846,Untraceable,368,478,13
Morwa,45-60,451,Untraceable,220,231,2.44
Morwa,61-75,135,Untraceable,60,75,11.11
Morwa,75+,47,Untraceable,22,25,6.38
Sarairanjan,18-29,249,Deceased,134,115,-7.63
Sarairanjan,30-44,"1,160",Deceased,590,570,-1.72
Sarairanjan,45-60,"1,830",Deceased,885,945,3.28
Sarairanjan,61-75,"2,669",Deceased,"1,243","1,426",6.86
Sarairanjan,75+,"1,748",Deceased,765,983,12.47
Sarairanjan,18-29,975,Duplicate enrolment,443,532,9.13
Sarairanjan,30-44,"1,024",Duplicate enrolment,536,488,-4.69
Sarairanjan,45-60,284,Duplicate enrolment,131,153,7.75
Sarairanjan,61-75,105,Duplicate enrolment,49,56,6.67
Sarairanjan,75+,11,Duplicate enrolment,6,5,-9.09
Sarairanjan,18-29,"1,870",Permanently shifted,467,"1,403",50.05
Sarairanjan,30-44,"3,847",Permanently shifted,"1,463","2,384",23.94
Sarairanjan,45-60,"2,298",Permanently shifted,"1,140","1,158",0.78
Sarairanjan,61-75,656,Permanently shifted,332,324,-1.22
Sarairanjan,75+,132,Permanently shifted,51,81,22.73
Sarairanjan,18-29,726,Untraceable,284,442,21.76
Sarairanjan,30-44,915,Untraceable,393,522,14.1
Sarairanjan,45-60,404,Untraceable,195,209,3.47
Sarairanjan,61-75,132,Untraceable,64,68,3.03
Sarairanjan,75+,32,Untraceable,11,21,31.25
Mohiuddinnagar,18-29,217,Deceased,110,107,-1.38
Mohiuddinnagar,30-44,892,Deceased,435,457,2.47
Mohiuddinnagar,45-60,"1,338",Deceased,634,704,5.23
Mohiuddinnagar,61-75,"1,899",Deceased,875,"1,024",7.85
Mohiuddinnagar,75+,"1,343",Deceased,505,838,24.8
Mohiuddinnagar,18-29,"1,405",Duplicate enrolment,650,755,7.47
Mohiuddinnagar,30-44,"1,429",Duplicate enrolment,699,730,2.17
Mohiuddinnagar,45-60,445,Duplicate enrolment,192,253,13.71
Mohiuddinnagar,61-75,132,Duplicate enrolment,56,76,15.15
Mohiuddinnagar,75+,23,Duplicate enrolment,11,12,4.35
Mohiuddinnagar,18-29,"4,528",Permanently shifted,"1,601","2,927",29.28
Mohiuddinnagar,30-44,"6,080",Permanently shifted,"2,417","3,663",20.49
Mohiuddinnagar,45-60,"3,377",Permanently shifted,"1,583","1,794",6.25
Mohiuddinnagar,61-75,"1,034",Permanently shifted,512,522,0.97
Mohiuddinnagar,75+,244,Permanently shifted,99,145,18.85
Mohiuddinnagar,18-29,522,Untraceable,193,329,26.05
Mohiuddinnagar,30-44,648,Untraceable,310,338,4.32
Mohiuddinnagar,45-60,334,Untraceable,164,170,1.8
Mohiuddinnagar,61-75,102,Untraceable,49,53,3.92
Mohiuddinnagar,75+,35,Untraceable,18,17,-2.86
Bibhutipur,18-29,240,Deceased,136,104,-13.33
Bibhutipur,30-44,"1,004",Deceased,513,491,-2.19
Bibhutipur,45-60,"1,761",Deceased,893,868,-1.42
Bibhutipur,61-75,"2,693",Deceased,"1,327","1,366",1.45
Bibhutipur,75+,"1,755",Deceased,790,965,9.97
Bibhutipur,18-29,"1,044",Duplicate enrolment,595,449,-13.98
Bibhutipur,30-44,"1,025",Duplicate enrolment,505,520,1.46
Bibhutipur,45-60,293,Duplicate enrolment,143,150,2.39
Bibhutipur,61-75,72,Duplicate enrolment,37,35,-2.78
Bibhutipur,75+,13,Duplicate enrolment,7,6,-7.69
Bibhutipur,18-29,"2,329",Permanently shifted,842,"1,487",27.69
Bibhutipur,30-44,"3,487",Permanently shifted,"1,391","2,096",20.22
Bibhutipur,45-60,"1,690",Permanently shifted,838,852,0.83
Bibhutipur,61-75,440,Permanently shifted,226,214,-2.73
Bibhutipur,75+,84,Permanently shifted,42,42,0
Bibhutipur,18-29,"1,399",Untraceable,590,809,15.65
Bibhutipur,30-44,"1,687",Untraceable,740,947,12.27
Bibhutipur,45-60,645,Untraceable,289,356,10.39
Bibhutipur,61-75,183,Untraceable,83,100,9.29
Bibhutipur,75+,50,Untraceable,14,36,44
Rosera (SC),18-29,304,Deceased,167,137,-9.87
Rosera (SC),30-44,"1,046",Deceased,527,519,-0.76
Rosera (SC),45-60,"2,066",Deceased,"1,065","1,001",-3.1
Rosera (SC),61-75,"3,482",Deceased,"1,694","1,788",2.7
Rosera (SC),75+,"2,472",Deceased,"1,097","1,375",11.25
Rosera (SC),18-29,"1,450",Duplicate enrolment,758,692,-4.55
Rosera (SC),30-44,"1,418",Duplicate enrolment,776,642,-9.45
Rosera (SC),45-60,562,Duplicate enrolment,268,294,4.63
Rosera (SC),61-75,147,Duplicate enrolment,68,79,7.48
Rosera (SC),75+,29,Duplicate enrolment,7,22,51.72
Rosera (SC),18-29,"3,878",Permanently shifted,"1,383","2,495",28.67
Rosera (SC),30-44,"5,405",Permanently shifted,"2,111","3,294",21.89
Rosera (SC),45-60,"3,255",Permanently shifted,"1,632","1,623",-0.28
Rosera (SC),61-75,929,Permanently shifted,467,462,-0.54
Rosera (SC),75+,213,Permanently shifted,99,114,7.04
Rosera (SC),18-29,"1,267",Untraceable,564,703,10.97
Rosera (SC),30-44,"1,513",Untraceable,702,811,7.2
Rosera (SC),45-60,809,Untraceable,394,415,2.6
Rosera (SC),61-75,233,Untraceable,106,127,9.01
Rosera (SC),75+,77,Untraceable,29,48,24.68
Hasanpur,18-29,259,Deceased,124,135,4.25
Hasanpur,30-44,"1,102",Deceased,572,530,-3.81
Hasanpur,45-60,"1,899",Deceased,910,989,4.16
Hasanpur,61-75,"2,473",Deceased,"1,183","1,290",4.33
Hasanpur,75+,"1,387",Deceased,571,816,17.66
Hasanpur,18-29,"1,501",Duplicate enrolment,737,764,1.8
Hasanpur,30-44,"1,891",Duplicate enrolment,925,966,2.17
Hasanpur,45-60,652,Duplicate enrolment,311,341,4.6
Hasanpur,61-75,187,Duplicate enrolment,84,103,10.16
Hasanpur,75+,28,Duplicate enrolment,12,16,14.29
Hasanpur,18-29,"4,036",Permanently shifted,"1,317","2,719",34.74
Hasanpur,30-44,"6,196",Permanently shifted,"2,416","3,780",22.01
Hasanpur,45-60,"3,348",Permanently shifted,"1,663","1,685",0.66
Hasanpur,61-75,854,Permanently shifted,406,448,4.92
Hasanpur,75+,182,Permanently shifted,50,132,45.05
Hasanpur,18-29,"1,303",Untraceable,481,822,26.17
Hasanpur,30-44,"1,880",Untraceable,827,"1,053",12.02
Hasanpur,45-60,894,Untraceable,421,473,5.82
Hasanpur,61-75,237,Untraceable,103,134,13.08
Hasanpur,75+,72,Untraceable,34,38,5.56
Cheria Bariarpur,18-29,162,Deceased,84,78,-3.7
Cheria Bariarpur,30-44,632,Deceased,336,296,-6.33
Cheria Bariarpur,45-60,"1,058",Deceased,509,549,3.78
Cheria Bariarpur,61-75,"1,647",Deceased,773,874,6.13
Cheria Bariarpur,75+,"1,004",Deceased,464,540,7.57
Cheria Bariarpur,18-29,722,Duplicate enrolment,363,359,-0.55
Cheria Bariarpur,30-44,720,Duplicate enrolment,374,346,-3.89
Cheria Bariarpur,45-60,249,Duplicate enrolment,127,122,-2.01
Cheria Bariarpur,61-75,86,Duplicate enrolment,46,40,-6.98
Cheria Bariarpur,75+,25,Duplicate enrolment,11,14,12
Cheria Bariarpur,18-29,"2,212",Permanently shifted,609,"1,603",44.94
Cheria Bariarpur,30-44,"3,030",Permanently shifted,"1,129","1,901",25.48
Cheria Bariarpur,45-60,"1,325",Permanently shifted,660,665,0.38
Cheria Bariarpur,61-75,371,Permanently shifted,182,189,1.89
Cheria Bariarpur,75+,78,Permanently shifted,36,42,7.69
Cheria Bariarpur,18-29,897,Untraceable,362,535,19.29
Cheria Bariarpur,30-44,"1,180",Untraceable,540,640,8.47
Cheria Bariarpur,45-60,497,Untraceable,233,264,6.24
Cheria Bariarpur,61-75,156,Untraceable,72,84,7.69
Cheria Bariarpur,75+,41,Untraceable,15,26,26.83
Bachhwara,18-29,282,Deceased,134,148,4.96
Bachhwara,30-44,"1,326",Deceased,656,670,1.06
Bachhwara,45-60,"1,880",Deceased,970,910,-3.19
Bachhwara,61-75,"3,054",Deceased,"1,451","1,603",4.98
Bachhwara,75+,"1,908",Deceased,874,"1,034",8.39
Bachhwara,18-29,914,Duplicate enrolment,429,485,6.13
Bachhwara,30-44,"1,391",Duplicate enrolment,732,659,-5.25
Bachhwara,45-60,458,Duplicate enrolment,199,259,13.1
Bachhwara,61-75,159,Duplicate enrolment,67,92,15.72
Bachhwara,75+,29,Duplicate enrolment,18,11,-24.14
Bachhwara,18-29,"1,732",Permanently shifted,411,"1,321",52.54
Bachhwara,30-44,"3,286",Permanently shifted,"1,236","2,050",24.77
Bachhwara,45-60,"1,691",Permanently shifted,842,849,0.41
Bachhwara,61-75,414,Permanently shifted,207,207,0
Bachhwara,75+,119,Permanently shifted,50,69,15.97
Bachhwara,18-29,684,Untraceable,293,391,14.33
Bachhwara,30-44,907,Untraceable,413,494,8.93
Bachhwara,45-60,376,Untraceable,189,187,-0.53
Bachhwara,61-75,128,Untraceable,67,61,-4.69
Bachhwara,75+,36,Untraceable,16,20,11.11
Teghra,18-29,221,Deceased,123,98,-11.31
Teghra,30-44,886,Deceased,501,385,-13.09
Teghra,45-60,"1,724",Deceased,873,851,-1.28
Teghra,61-75,"2,757",Deceased,"1,275","1,482",7.51
Teghra,75+,"1,667",Deceased,771,896,7.5
Teghra,18-29,592,Duplicate enrolment,282,310,4.73
Teghra,30-44,864,Duplicate enrolment,451,413,-4.4
Teghra,45-60,499,Duplicate enrolment,260,239,-4.21
Teghra,61-75,142,Duplicate enrolment,62,80,12.68
Teghra,75+,28,Duplicate enrolment,11,17,21.43
Teghra,18-29,"2,256",Permanently shifted,768,"1,488",31.91
Teghra,30-44,"4,455",Permanently shifted,"1,862","2,593",16.41
Teghra,45-60,"2,943",Permanently shifted,"1,491","1,452",-1.33
Teghra,61-75,889,Permanently shifted,479,410,-7.76
Teghra,75+,183,Permanently shifted,78,105,14.75
Teghra,18-29,682,Untraceable,320,362,6.16
Teghra,30-44,"1,254",Untraceable,593,661,5.42
Teghra,45-60,793,Untraceable,414,379,-4.41
Teghra,61-75,314,Untraceable,145,169,7.64
Teghra,75+,64,Untraceable,22,42,31.25
Matihani,18-29,310,Deceased,176,134,-13.55
Matihani,30-44,"1,088",Deceased,624,464,-14.71
Matihani,45-60,"2,220",Deceased,"1,153","1,067",-3.87
Matihani,61-75,"3,489",Deceased,"1,687","1,802",3.3
Matihani,75+,"2,605",Deceased,"1,233","1,372",5.34
Matihani,18-29,856,Duplicate enrolment,432,424,-0.93
Matihani,30-44,"1,324",Duplicate enrolment,688,636,-3.93
Matihani,45-60,579,Duplicate enrolment,275,304,5.01
Matihani,61-75,167,Duplicate enrolment,72,95,13.77
Matihani,75+,34,Duplicate enrolment,12,22,29.41
Matihani,18-29,"2,987",Permanently shifted,981,"2,006",34.32
Matihani,30-44,"5,626",Permanently shifted,"2,292","3,334",18.52
Matihani,45-60,"3,958",Permanently shifted,"1,968","1,990",0.56
Matihani,61-75,"1,442",Permanently shifted,773,669,-7.21
Matihani,75+,376,Permanently shifted,186,190,1.06
Matihani,18-29,711,Untraceable,359,352,-0.98
Matihani,30-44,849,Untraceable,370,479,12.84
Matihani,45-60,474,Untraceable,237,237,0
Matihani,61-75,132,Untraceable,63,69,4.55
Matihani,75+,40,Untraceable,17,23,15
Sahebpur Kamal,18-29,212,Deceased,114,98,-7.55
Sahebpur Kamal,30-44,815,Deceased,437,378,-7.24
Sahebpur Kamal,45-60,"1,597",Deceased,789,808,1.19
Sahebpur Kamal,61-75,"2,529",Deceased,"1,222","1,307",3.36
Sahebpur Kamal,75+,"1,697",Deceased,732,965,13.73
Sahebpur Kamal,18-29,746,Duplicate enrolment,370,376,0.8
Sahebpur Kamal,30-44,903,Duplicate enrolment,467,436,-3.43
Sahebpur Kamal,45-60,346,Duplicate enrolment,150,196,13.29
Sahebpur Kamal,61-75,116,Duplicate enrolment,56,60,3.45
Sahebpur Kamal,75+,10,Duplicate enrolment,4,6,20
Sahebpur Kamal,18-29,"2,350",Permanently shifted,704,"1,646",40.09
Sahebpur Kamal,30-44,"3,874",Permanently shifted,"1,383","2,491",28.6
Sahebpur Kamal,45-60,"2,468",Permanently shifted,"1,216","1,252",1.46
Sahebpur Kamal,61-75,714,Permanently shifted,340,374,4.76
Sahebpur Kamal,75+,166,Permanently shifted,77,89,7.23
Sahebpur Kamal,18-29,690,Untraceable,294,396,14.78
Sahebpur Kamal,30-44,"1,102",Untraceable,503,599,8.71
Sahebpur Kamal,45-60,754,Untraceable,399,355,-5.84
Sahebpur Kamal,61-75,219,Untraceable,94,125,14.16
Sahebpur Kamal,75+,44,Untraceable,16,28,27.27
Begusarai,18-29,271,Deceased,134,137,1.11
Begusarai,30-44,"1,126",Deceased,694,432,-23.27
Begusarai,45-60,"2,216",Deceased,"1,249",967,-12.73
Begusarai,61-75,"3,626",Deceased,"1,852","1,774",-2.15
Begusarai,75+,"3,196",Deceased,"1,585","1,611",0.81
Begusarai,18-29,"1,031",Duplicate enrolment,533,498,-3.39
Begusarai,30-44,"1,859",Duplicate enrolment,"1,008",851,-8.45
Begusarai,45-60,919,Duplicate enrolment,457,462,0.54
Begusarai,61-75,328,Duplicate enrolment,159,169,3.05
Begusarai,75+,61,Duplicate enrolment,32,29,-4.92
Begusarai,18-29,"3,899",Permanently shifted,"1,477","2,422",24.24
Begusarai,30-44,"8,591",Permanently shifted,"3,753","4,838",12.63
Begusarai,45-60,"6,091",Permanently shifted,"3,113","2,978",-2.22
Begusarai,61-75,"2,329",Permanently shifted,"1,261","1,068",-8.29
Begusarai,75+,681,Permanently shifted,352,329,-3.38
Begusarai,18-29,647,Untraceable,259,388,19.94
Begusarai,30-44,"1,063",Untraceable,523,540,1.6
Begusarai,45-60,679,Untraceable,373,306,-9.87
Begusarai,61-75,235,Untraceable,120,115,-2.13
Begusarai,75+,74,Untraceable,38,36,-2.7
Bakhri (SC),18-29,182,Deceased,91,91,0
Bakhri (SC),30-44,773,Deceased,399,374,-3.23
Bakhri (SC),45-60,"1,213",Deceased,609,604,-0.41
Bakhri (SC),61-75,"1,830",Deceased,885,945,3.28
Bakhri (SC),75+,"1,112",Deceased,501,611,9.89
Bakhri (SC),18-29,840,Duplicate enrolment,419,421,0.24
Bakhri (SC),30-44,876,Duplicate enrolment,451,425,-2.97
Bakhri (SC),45-60,312,Duplicate enrolment,154,158,1.28
Bakhri (SC),61-75,104,Duplicate enrolment,54,50,-3.85
Bakhri (SC),75+,17,Duplicate enrolment,7,10,17.65
Bakhri (SC),18-29,"2,691",Permanently shifted,"1,071","1,620",20.4
Bakhri (SC),30-44,"3,121",Permanently shifted,"1,254","1,867",19.64
Bakhri (SC),45-60,"1,268",Permanently shifted,632,636,0.32
Bakhri (SC),61-75,365,Permanently shifted,185,180,-1.37
Bakhri (SC),75+,88,Permanently shifted,42,46,4.55
Bakhri (SC),18-29,"1,114",Untraceable,451,663,19.03
Bakhri (SC),30-44,"1,328",Untraceable,633,695,4.67
Bakhri (SC),45-60,579,Untraceable,287,292,0.86
Bakhri (SC),61-75,194,Untraceable,85,109,12.37
Bakhri (SC),75+,39,Untraceable,15,24,23.08
Alauli (SC),18-29,204,Deceased,102,102,0
Alauli (SC),30-44,725,Deceased,359,366,0.97
Alauli (SC),45-60,"1,386",Deceased,722,664,-4.18
Alauli (SC),61-75,"2,296",Deceased,"1,153","1,143",-0.44
Alauli (SC),75+,"1,349",Deceased,621,728,7.93
Alauli (SC),18-29,858,Duplicate enrolment,442,416,-3.03
Alauli (SC),30-44,725,Duplicate enrolment,373,352,-2.9
Alauli (SC),45-60,232,Duplicate enrolment,118,114,-1.72
Alauli (SC),61-75,65,Duplicate enrolment,24,41,26.15
Alauli (SC),75+,9,Duplicate enrolment,2,7,55.56
Alauli (SC),18-29,"1,966",Permanently shifted,721,"1,245",26.65
Alauli (SC),30-44,"2,940",Permanently shifted,"1,191","1,749",18.98
Alauli (SC),45-60,"1,608",Permanently shifted,763,845,5.1
Alauli (SC),61-75,523,Permanently shifted,281,242,-7.46
Alauli (SC),75+,85,Permanently shifted,37,48,12.94
Alauli (SC),18-29,282,Untraceable,122,160,13.48
Alauli (SC),30-44,369,Untraceable,171,198,7.32
Alauli (SC),45-60,191,Untraceable,90,101,5.76
Alauli (SC),61-75,60,Untraceable,27,33,10
Alauli (SC),75+,19,Untraceable,7,12,26.32
Khagaria,18-29,237,Deceased,119,118,-0.42
Khagaria,30-44,990,Deceased,536,454,-8.28
Khagaria,45-60,"1,580",Deceased,812,768,-2.78
Khagaria,61-75,"2,369",Deceased,"1,150","1,219",2.91
Khagaria,75+,"1,653",Deceased,805,848,2.6
Khagaria,18-29,569,Duplicate enrolment,291,278,-2.28
Khagaria,30-44,967,Duplicate enrolment,491,476,-1.55
Khagaria,45-60,244,Duplicate enrolment,108,136,11.48
Khagaria,61-75,73,Duplicate enrolment,33,40,9.59
Khagaria,75+,21,Duplicate enrolment,8,13,23.81
Khagaria,18-29,"2,259",Permanently shifted,623,"1,636",44.84
Khagaria,30-44,"5,129",Permanently shifted,"2,022","3,107",21.15
Khagaria,45-60,"2,645",Permanently shifted,"1,423","1,222",-7.6
Khagaria,61-75,812,Permanently shifted,452,360,-11.33
Khagaria,75+,170,Permanently shifted,86,84,-1.18
Khagaria,18-29,632,Untraceable,272,360,13.92
Khagaria,30-44,"1,153",Untraceable,503,650,12.75
Khagaria,45-60,477,Untraceable,245,232,-2.73
Khagaria,61-75,176,Untraceable,81,95,7.95
Khagaria,75+,59,Untraceable,25,34,15.25
Beldaur,18-29,203,Deceased,109,94,-7.39
Beldaur,30-44,883,Deceased,493,390,-11.66
Beldaur,45-60,"1,532",Deceased,769,763,-0.39
Beldaur,61-75,"2,234",Deceased,"1,116","1,118",0.09
Beldaur,75+,"1,579",Deceased,737,842,6.65
Beldaur,18-29,779,Duplicate enrolment,432,347,-10.91
Beldaur,30-44,"1,187",Duplicate enrolment,647,540,-9.01
Beldaur,45-60,366,Duplicate enrolment,185,181,-1.09
Beldaur,61-75,109,Duplicate enrolment,59,50,-8.26
Beldaur,75+,16,Duplicate enrolment,6,10,25
Beldaur,18-29,"1,929",Permanently shifted,679,"1,250",29.6
Beldaur,30-44,"3,519",Permanently shifted,"1,343","2,176",23.67
Beldaur,45-60,"1,700",Permanently shifted,849,851,0.12
Beldaur,61-75,460,Permanently shifted,228,232,0.87
Beldaur,75+,106,Permanently shifted,50,56,5.66
Beldaur,18-29,366,Untraceable,184,182,-0.55
Beldaur,30-44,371,Untraceable,176,195,5.12
Beldaur,45-60,141,Untraceable,64,77,9.22
Beldaur,61-75,55,Untraceable,36,19,-30.91
Beldaur,75+,11,Untraceable,6,5,-9.09
Parbatta,18-29,295,Deceased,148,147,-0.34
Parbatta,30-44,"1,127",Deceased,592,535,-5.06
Parbatta,45-60,"1,755",Deceased,901,854,-2.68
Parbatta,61-75,"2,532",Deceased,"1,307","1,225",-3.24
Parbatta,75+,"2,092",Deceased,962,"1,130",8.03
Parbatta,18-29,879,Duplicate enrolment,456,423,-3.75
Parbatta,30-44,"1,422",Duplicate enrolment,812,610,-14.21
Parbatta,45-60,382,Duplicate enrolment,209,173,-9.42
Parbatta,61-75,123,Duplicate enrolment,60,63,2.44
Parbatta,75+,28,Duplicate enrolment,15,13,-7.14
Parbatta,18-29,"2,654",Permanently shifted,720,"1,934",45.74
Parbatta,30-44,"5,424",Permanently shifted,"1,927","3,497",28.95
Parbatta,45-60,"3,051",Permanently shifted,"1,551","1,500",-1.67
Parbatta,61-75,883,Permanently shifted,488,395,-10.53
Parbatta,75+,245,Permanently shifted,124,121,-1.22
Parbatta,18-29,319,Untraceable,150,169,5.96
Parbatta,30-44,411,Untraceable,192,219,6.57
Parbatta,45-60,167,Untraceable,80,87,4.19
Parbatta,61-75,52,Untraceable,20,32,23.08
Parbatta,75+,17,Untraceable,6,11,29.41
Bihpur,18-29,185,Deceased,84,101,9.19
Bihpur,30-44,"1,192",Deceased,542,650,9.06
Bihpur,45-60,"2,016",Deceased,901,"1,115",10.62
Bihpur,61-75,"2,862",Deceased,"1,293","1,569",9.64
Bihpur,75+,"1,975",Deceased,760,"1,215",23.04
Bihpur,18-29,"1,120",Duplicate enrolment,406,714,27.5
Bihpur,30-44,"1,986",Duplicate enrolment,"1,006",980,-1.31
Bihpur,45-60,625,Duplicate enrolment,318,307,-1.76
Bihpur,61-75,198,Duplicate enrolment,90,108,9.09
Bihpur,75+,40,Duplicate enrolment,12,28,40
Bihpur,18-29,"3,215",Permanently shifted,866,"2,349",46.13
Bihpur,30-44,"5,689",Permanently shifted,"1,978","3,711",30.46
Bihpur,45-60,"2,706",Permanently shifted,"1,237","1,469",8.57
Bihpur,61-75,878,Permanently shifted,399,479,9.11
Bihpur,75+,245,Permanently shifted,104,141,15.1
Bihpur,18-29,96,Untraceable,48,48,0
Bihpur,30-44,160,Untraceable,71,89,11.25
Bihpur,45-60,61,Untraceable,35,26,-14.75
Bihpur,61-75,18,Untraceable,8,10,11.11
Bihpur,75+,3,Untraceable,1,2,33.33
Gopalpur,18-29,174,Deceased,70,104,19.54
Gopalpur,30-44,700,Deceased,359,341,-2.57
Gopalpur,45-60,"1,389",Deceased,627,762,9.72
Gopalpur,61-75,"2,038",Deceased,927,"1,111",9.03
Gopalpur,75+,"1,480",Deceased,651,829,12.03
Gopalpur,18-29,865,Duplicate enrolment,254,611,41.27
Gopalpur,30-44,"1,256",Duplicate enrolment,641,615,-2.07
Gopalpur,45-60,389,Duplicate enrolment,143,246,26.48
Gopalpur,61-75,112,Duplicate enrolment,42,70,25
Gopalpur,75+,25,Duplicate enrolment,14,11,-12
Gopalpur,18-29,"2,811",Permanently shifted,578,"2,233",58.88
Gopalpur,30-44,"4,873",Permanently shifted,"1,793","3,080",26.41
Gopalpur,45-60,"2,531",Permanently shifted,"1,185","1,346",6.36
Gopalpur,61-75,799,Permanently shifted,380,419,4.88
Gopalpur,75+,209,Permanently shifted,90,119,13.88
Gopalpur,18-29,474,Untraceable,155,319,34.6
Gopalpur,30-44,691,Untraceable,301,390,12.88
Gopalpur,45-60,370,Untraceable,189,181,-2.16
Gopalpur,61-75,117,Untraceable,55,62,5.98
Gopalpur,75+,39,Untraceable,13,26,33.33
Pirpainti (SC),18-29,273,Deceased,109,164,20.15
Pirpainti (SC),30-44,"1,888",Deceased,960,928,-1.69
Pirpainti (SC),45-60,"2,766",Deceased,"1,341","1,425",3.04
Pirpainti (SC),61-75,"3,428",Deceased,"1,592","1,836",7.12
Pirpainti (SC),75+,"2,111",Deceased,936,"1,175",11.32
Pirpainti (SC),18-29,"1,568",Duplicate enrolment,474,"1,094",39.54
Pirpainti (SC),30-44,"2,000",Duplicate enrolment,874,"1,126",12.6
Pirpainti (SC),45-60,514,Duplicate enrolment,209,305,18.68
Pirpainti (SC),61-75,154,Duplicate enrolment,67,87,12.99
Pirpainti (SC),75+,40,Duplicate enrolment,11,29,45
Pirpainti (SC),18-29,"4,296",Permanently shifted,"1,436","2,860",33.15
Pirpainti (SC),30-44,"9,120",Permanently shifted,"3,588","5,532",21.32
Pirpainti (SC),45-60,"3,752",Permanently shifted,"1,823","1,929",2.83
Pirpainti (SC),61-75,"1,247",Permanently shifted,573,674,8.1
Pirpainti (SC),75+,302,Permanently shifted,132,170,12.58
Pirpainti (SC),18-29,"1,004",Untraceable,377,627,24.9
Pirpainti (SC),30-44,"1,295",Untraceable,593,702,8.42
Pirpainti (SC),45-60,482,Untraceable,242,240,-0.41
Pirpainti (SC),61-75,171,Untraceable,72,99,15.79
Pirpainti (SC),75+,46,Untraceable,14,32,39.13
Kahalgaon,18-29,295,Deceased,126,169,14.58
Kahalgaon,30-44,"1,369",Deceased,689,680,-0.66
Kahalgaon,45-60,"2,577",Deceased,"1,188","1,389",7.8
Kahalgaon,61-75,"3,269",Deceased,"1,479","1,790",9.51
Kahalgaon,75+,"2,216",Deceased,911,"1,305",17.78
Kahalgaon,18-29,"2,065",Duplicate enrolment,625,"1,440",39.47
Kahalgaon,30-44,"1,957",Duplicate enrolment,896,"1,061",8.43
Kahalgaon,45-60,688,Duplicate enrolment,285,403,17.15
Kahalgaon,61-75,179,Duplicate enrolment,74,105,17.32
Kahalgaon,75+,44,Duplicate enrolment,12,32,45.45
Kahalgaon,18-29,"4,703",Permanently shifted,"1,372","3,331",41.65
Kahalgaon,30-44,"9,059",Permanently shifted,"3,332","5,727",26.44
Kahalgaon,45-60,"5,171",Permanently shifted,"2,508","2,663",3
Kahalgaon,61-75,"1,365",Permanently shifted,666,699,2.42
Kahalgaon,75+,326,Permanently shifted,132,194,19.02
Kahalgaon,18-29,"1,088",Untraceable,413,675,24.08
Kahalgaon,30-44,"2,009",Untraceable,956,"1,053",4.83
Kahalgaon,45-60,"1,068",Untraceable,525,543,1.69
Kahalgaon,61-75,323,Untraceable,138,185,14.55
Kahalgaon,75+,92,Untraceable,38,54,17.39
Bhagalpur,18-29,78,Deceased,33,45,15.38
Bhagalpur,30-44,569,Deceased,328,241,-15.29
Bhagalpur,45-60,"1,436",Deceased,735,701,-2.37
